,position,company,state,salary,currency,start_sal,end_sal,term
1507,Site Administration Staff,Asia Plantation Capital Berhad,Johor - Others,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
1513,Draughtsman,Archi Casaka Design Sdn Bhd,Selangor,MYR 1.5K - 3K monthly,MYR,1500,3000,monthly
1516,Admin cum Account Assistant,CEMERLANG (KJM) SDN. BHD.,Puchong,MYR 1.2K - 2.2K monthly,MYR,1200,2200,monthly
1517,Customer Service Executive - Cantonese Speaker (JOHOR),Startek,Johor,MYR 1.9K - 3K monthly,MYR,1900,3000,monthly
1518,Web Designer | Digital Marketer | Ecommerce,Agensi Pekerjaan Jobbuilder Sdn Bhd (JTKSM143B),Johor,MYR 3K - 4.5K monthly,MYR,3000,4500,monthly
1519,Tele Marketing Executive-Mandarin Speaking(Work from Home),"Global B2B Consultancy, Inc.",National Capital Reg,MYR 4K - 6K monthly,MYR,4000,6000,monthly
1520,Business Development Senior Manager – Digital Technologies,Juda Universe Sdn Bhd,Kajang/Bangi/Serdang,MYR 6K - 9K monthly,MYR,6000,9000,monthly
1521,Sales Executive,Hon Chuan Malaysia Sdn Bhd,Seremban,MYR 2.5K - 5K monthly,MYR,2500,5000,monthly
1522,BPO SALES TEAM LEADER (BROADCASTING),SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 3.8K - 4.5K monthly,MYR,3800,4500,monthly
1523,Multimedia Graphic Design Specialist,Ebaba Group Sdn Bhd,Kuching,MYR 2.2K - 3.1K monthly,MYR,2200,3100,monthly
1524,Outlet Crew (The Mines Seri Kembangan),The Famous Amos Chocolate Chip Cookie Corporation (M) Sdn. Bhd.,Kajang/Bangi/Serdang,MYR 1.2K - 1.3K monthly,MYR,1200,1300,monthly
1529,PHP Backend Programmer,BESTWEB TECHNOLOGIES SDN. BHD.,Kuala Lumpur,MYR 3.5K - 7K monthly,MYR,3500,7000,monthly
1530,Sales Executive,MILDEAST AVENUE SDN. BHD.,"Kuala Lumpur, Selangor",MYR 3.5K - 7K monthly,MYR,3500,7000,monthly
1531,Digital Marketing Executive,Exaltech Sdn Bhd,Petaling Jaya,MYR 3.5K - 4K monthly,MYR,3500,4000,monthly
1532,Live Chat Agent - Online Store Customer Service,DM DASHER SDN. BHD.,Perai,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
1533,Sales Operation Executive (FMCG Industry @ Johor Bahru),AGENSI PEKERJAAN DREAM CAREER SDN BHD,Johor,MYR 4K - 5.5K monthly,MYR,4000,5500,monthly
1534,STOREKEEPER,FOOD & BEVERAGE RESOURCES PG SDN BHD,Bayan Lepas,MYR 1.4K - 2K monthly,MYR,1400,2000,monthly
1536,Human Resource Manager,FRD PERFORMANCE MOTORSPORT (M) SDN BHD,Penang,MYR 4K - 6K monthly,MYR,4000,6000,monthly
1538,Project Coordinator,Hertford Group Of Companies,Puchong,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
1540,Purchaser,Vitamax Food International Sdn Bhd,Johor,MYR 2.8K - 3.2K monthly,MYR,2800,3200,monthly
1542,Tele-Sales,M-Link System (M) Sdn Bhd,"Penang, Petaling Jaya, Kuching",MYR 2K - 3.5K monthly,MYR,2000,3500,monthly
1543,Intern - Social Media,MYU Properties,Puchong,MYR 500 - 600 monthly,MYR,500,600,monthly
1545,Insurance Executive,Alpha Management Services Sdn Bhd,Selangor,MYR 2K - 4K monthly,MYR,2000,4000,monthly
1549,Sales cum Marketing Manager,Protaz International Sdn Bhd,Kajang/Bangi/Serdang,MYR 2.5K - 2.8K monthly,MYR,2500,2800,monthly
1552,SALES & MARKETING EXECUTIVE,Wellstead Sdn Bhd,Ampang,MYR 2K - 4K monthly,MYR,2000,4000,monthly
1553,Medical Sales Representative (SABAH),BIOMETRIXS MEDITRONIXS GLOBAL,Sabah,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
1554,Internship for Human Resource Management Students,AGENSI PEKERJAAN ELS SDN. BHD.,Selangor,MYR 500 - 500 monthly,MYR,500,500,monthly
1558,Service Center Captain,Agensi Pekerjaan CareerMaster Sdn Bhd,Johor,MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
1559,Paid Ads Executive,Company Confidential,Petaling Jaya,MYR 2.5K - 5K monthly,MYR,2500,5000,monthly
1561,SMT/EQUIPMENT TECHNCIAN,Technocom Systems Sdn Bhd,Johor,MYR 1.4K - 1.8K monthly,MYR,1400,1800,monthly
1564,Banquet Server,FLORENTINE SDN. BHD.,Kuala Lumpur,MYR 2.8K - 3K monthly,MYR,2800,3000,monthly
1570,Technical Assistant Customer Network Management - Immediate Hiring,Agensi Pekerjaan CareerXcell Sdn Bhd - TDDI2016,Kuala Lumpur,MYR 1.2K - 1.4K monthly,MYR,1200,1400,monthly
1575,Quality Executive / Officer,Puratos Malaysia Sdn Bhd,Kuala Lumpur,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
1579,PRODUCTION SUPERVISOR,Jyoto Works (M) Sdn Bhd,Sungai Petani,MYR 1.8K - 3K monthly,MYR,1800,3000,monthly
1580,Wordpress Web Designer,iMec Network Sdn Bhd,Kuala Lumpur,MYR 2.5K - 5K monthly,MYR,2500,5000,monthly
1581,Senior Digital Marketing Executive,Mesh Radix,George Town,MYR 4K - 8K monthly,MYR,4000,8000,monthly
1585,Senior RTR Manager,Ambition Group Malaysia Sdn Bhd,Petaling Jaya,MYR 18K - 22K monthly,MYR,1000,2000,monthly
1587,Personal Assistant to CEO,FINSPARK SDN. BHD.,Petaling Jaya,MYR 4K - 5.6K monthly,MYR,4000,5600,monthly
1588,Senior Internal Audit,TEC D (MALAYSIA) SDN. BHD.,Selangor,MYR 3.6K - 4.6K monthly,MYR,3600,4600,monthly
1592,PERSONAL DRIVER cum BODYGUARD,Rising Sun Commerce Sdn Bhd,Kuala Lumpur,MYR 1.8K - 2.6K monthly,MYR,1800,2600,monthly
1594,副经理 Assistant Manager,Pu Tien (Malaysia) Sdn Bhd,"Selangor, Kuala Lumpur",MYR 3K - 3.5K monthly,MYR,3000,3500,monthly
1595,Account Executive,Agensi Pekerjaan Hays (Malaysia) Sdn Bhd,Kuala Lumpur,MYR 4.5K - 5.5K monthly,MYR,4500,5500,monthly
1599,Real Estate Negotiator,CHESTER PROPERTIES SDN BHD,Kuala Lumpur,MYR 5K - 10K monthly,MYR,5000,1000,monthly
1600,SALES MARKETING EXECUTIVE (BUILDING MATERIALS),Vesta Inovas Display Sdn Bhd,Selangor,MYR 2K - 4K monthly,MYR,2000,4000,monthly
1603,Sales Executive,SOUPESE SDN. BHD.,Kuala Lumpur,MYR 3K - 4.2K monthly,MYR,3000,4200,monthly
1609,Managed Services Manager,Bridgenet Solutions Sdn Bhd,Kuala Lumpur,MYR 8K - 12K monthly,MYR,8000,1000,monthly
1612,Graduate Trainee (Management Trainee),META Research Sdn Bhd,"Kuala Lumpur, Selangor",MYR 3K - 3.5K monthly,MYR,3000,3500,monthly
1613,Full Stack Developer,V.NET COMPUTER SERVICES SDN. BHD.,Kajang/Bangi/Serdang,MYR 3K - 6K monthly,MYR,3000,6000,monthly
1620,Sales Account Manager (IT Solutions),ECODE TECHNOLOGIES SDN BHD,"Kuala Lumpur, Selangor",MYR 2.8K - 4K monthly,MYR,2800,4000,monthly
1621,HRBP (Consumer Healthcare),Kelly Services (Malaysia) Sdn Bhd - BTI,Kuala Lumpur,MYR 12K - 16K monthly,MYR,1000,1000,monthly
1624,Product cum Customer Service Advisor (Marketing Department),OZ Marketing Sdn Bhd,"Johor, Kuala Lumpur, Melaka, Sabah, Sarawak",MYR 3K - 4.5K monthly,MYR,3000,4500,monthly
1625,SALES EXECUTIVE,Synergy Vending Sdn Bhd,Selangor,MYR 3.5K - 5K monthly,MYR,3500,5000,monthly
1626,Software Engineer | Web Developer,Radica Software Sdn Bhd,Ipoh,MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
1627,PROCESS TECHNICIAN,Technocom Systems Sdn Bhd,Johor,MYR 1.4K - 1.8K monthly,MYR,1400,1800,monthly
1630,Senior Software Engineer,Rapiscan Systems Sdn Bhd,Johor,MYR 7.5K - 8K monthly,MYR,7500,8000,monthly
1631,SALES REPRESENTATIVE - BROADCASTING,SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 2.3K - 3.5K monthly,MYR,2300,3500,monthly
1632,SENIOR WRITER,Property Insight,Selangor,MYR 3.5K - 4.5K monthly,MYR,3500,4500,monthly
1633,Executive Administrative Assistant,C.H. Food Marketing Sdn Bhd,Petaling Jaya,MYR 2.5K - 3.2K monthly,MYR,2500,3200,monthly
1636,JavaScript Developer,Agmo Studio Sdn Bhd,"Kuala Lumpur, Petaling Jaya",MYR 3.8K - 6K monthly,MYR,3800,6000,monthly
1637,Marketing Executive,Company Confidential,Kuala Lumpur,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
1638,Online Sales Officer,Kelly Services (Malaysia) Sdn Bhd,Kuala Lumpur,MYR 1.8K - 2K monthly,MYR,1800,2000,monthly
1639,FINANCE MANAGER,CCS Corporation Sdn Bhd (CCS),Selangor,MYR 6.5K - 9.5K monthly,MYR,6500,9500,monthly
1641,"Director, Change & Business Transformation (Retail Business)",Agensi Pekerjaan Hays (Malaysia) Sdn Bhd,Kuala Lumpur,MYR 28K - 31K monthly,MYR,2000,3000,monthly
1643,Mobile Application Developer,COOPER CAPITAL SDN. BHD.,Kuala Lumpur,MYR 3.5K - 5K monthly,MYR,3500,5000,monthly
1644,FINANCE OFFICER,Yongnam Engineering Sdn Bhd,Johor,MYR 3.5K - 4.5K monthly,MYR,3500,4500,monthly
1646,"After Sales Service, HVAC",KELLYOCG MALAYSIA SDN BHD,Kuala Lumpur,MYR 4K - 5K monthly,MYR,4000,5000,monthly
1647,Senior Sales Executive,I SUSTAIN SDN BHD,Kuala Lumpur,MYR 3K - 5K monthly,MYR,3000,5000,monthly
1659,Digital Marketing Executive,Incorp Sdn Bhd,"Kuala Lumpur, Selangor",MYR 2.8K - 4.5K monthly,MYR,2800,4500,monthly
1661,Workshop Supervisor,Sulzer Pumps Wastewater Malaysia Sdn Bhd,Semenyih,MYR 4K - 5.6K monthly,MYR,4000,5600,monthly
1663,Clerk at site,Sricool Engineering Sdn Bhd,Petaling Jaya,MYR 1.2K - 1.7K monthly,MYR,1200,1700,monthly
1664,SALES REPRESENTATIVE,Malayan Food Venture,"Kedah, Kuala Lumpur, Penang, Perak",MYR 3K - 4K monthly,MYR,3000,4000,monthly
1666,Audit Manager,Rockingham Business Solutions Sdn. Bhd.,Petaling Jaya,MYR 7K - 8K monthly,MYR,7000,8000,monthly
1668,B4 Chargeman,GS Paperboard & Packaging Sdn Bhd,Selangor,MYR 9K - 15K monthly,MYR,9000,1000,monthly
1670,HR Recruitment Intern (Internship in Malacca),ALC Platform Sdn Bhd,Melaka,MYR 500 - 600 monthly,MYR,500,600,monthly
1671,PAYROLL & ACCOUNTS EXECUTIVE,CHICO FORCE (M) SDN. BHD.,Klang/Port Klang,MYR 3.5K - 4.9K monthly,MYR,3500,4900,monthly
1673,COMPANY SECRETARY ASSISTANT,KEY CONSULT (PG) SDN. BHD.,Bayan Lepas,MYR 1.8K - 2.5K monthly,MYR,1800,2500,monthly
1674,Hiring for L2 Application Support,HTC Global Services MSC Sdn Bhd,Kuala Lumpur,MYR 5K - 9K monthly,MYR,5000,9000,monthly
1675,HEAD OF MEDIA CREATIVE TEAM,FV WORLDWIDE DISTRIBUTION,Petaling Jaya,MYR 3K - 5K monthly,MYR,3000,5000,monthly
1676,Financial Controller,UMediC Healthcare Sdn Bhd,Penang,MYR 7K - 14K monthly,MYR,7000,1000,monthly
1680,Interior Designer,WT VISION SDN. BHD.,Kuala Lumpur,MYR 3.2K - 3.8K monthly,MYR,3200,3800,monthly
1683,Order Processing (Immediate Hiring),Agensi Pekerjaan Asia Recruit Sdn Bhd,Selangor,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
1684,QC Engineer,Heng Lee Composite Engineering Sdn Bhd,Penang,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
1686,Assistant Vice President - Data Scientist,Merchantrade Asia Sdn Bhd,Selangor,MYR 9.5K - 13K monthly,MYR,9500,1000,monthly
1688,E-Commerce Specialist,Intrix Group,Petaling Jaya,MYR 3.2K - 4.5K monthly,MYR,3200,4500,monthly
1692,"Junior Software Embedded Engineer (Plexus,Penang Design Center)",Plexus Manufacturing Sdn Bhd,Penang,MYR 4K - 5.6K monthly,MYR,4000,5600,monthly
1695,CAD Drafter,GREEN PHANTOM SDN. BHD.,Semenyih,MYR 2K - 4K monthly,MYR,2000,4000,monthly
1696,Software Engineer (.Net),UST Global (M) Sdn Bhd,Bayan Lepas,MYR 4K - 6K monthly,MYR,4000,6000,monthly
1697,Internship for Finance Students,Winner Venture Sdn Bhd,Kuala Lumpur,MYR 500 - 800 monthly,MYR,500,800,monthly
1698,Sales Manager,Acts Group Advisory,Subang Jaya,MYR 5K - 10K monthly,MYR,5000,1000,monthly
1699,MIS CLERK,Givi Asia Sdn Bhd,Selangor,MYR 1.8K - 2.5K monthly,MYR,1800,2500,monthly
1700,LV CHARGEMAN (AO/A1),CSF ADVISERS SDN BHD,Selangor,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
1701,Software Developer,Parkson Credit Sdn Bhd,Selangor,MYR 4K - 8K monthly,MYR,4000,8000,monthly
1703,Sales and Events Coordinator,EMPOWER MEDIA SDN BHD,Kuala Lumpur,MYR 2.5K - 3K monthly,MYR,2500,3000,monthly
1704,Senior Financial Consultant (Financial accounting and auditing related),HERMAN CORPORATE ADVISORY SDN. BHD.,Kuala Lumpur,MYR 4.2K - 8.4K monthly,MYR,4200,8400,monthly
1705,TELESALES PROFESSIONAL (TELCO PRODUCT),SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 2K - 2.4K monthly,MYR,2000,2400,monthly
1706,TELESALES PROFESSIONAL (TELCO PRODUCT),SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 2K - 2.4K monthly,MYR,2000,2400,monthly
1708,Marketing Communication Officer,Leeden Powerweld Sdn Bhd,Melaka,MYR 1.7K - 2.4K monthly,MYR,1700,2400,monthly
1709,Accounts & Finance Executive,Diversified Gateway Solutions Berhad,Selangor,MYR 3K - 3.5K monthly,MYR,3000,3500,monthly
1712,Site Supervisor,Hongley Glass Sdn Bhd,Puchong,MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
1713,TELCO SALES REPRESENTATIVE,SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 2K - 3K monthly,MYR,2000,3000,monthly
1714,PHP Programmer,Rentas Ara Sdn Bhd,Kuala Lumpur,MYR 6.5K - 8.5K monthly,MYR,6500,8500,monthly
1717,SALES ENGINEER,V.A.B. INDUSTRIES SDN. BHD.,Selangor,MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
1719,Accounts Receivable Associate (Fresh Graduate),Accenture Malaysia,Shah Alam/Subang,MYR 2.4K - 2.7K monthly,MYR,2400,2700,monthly
1722,Sales Consultant,Iconic Lab Sdn. Bhd.,Kuala Lumpur,MYR 3K - 4.2K monthly,MYR,3000,4200,monthly
1723,Telesales Specialist,SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 2.6K - 3.5K monthly,MYR,2600,3500,monthly
1727,SALES REPRESENTATIVE ( FOODS AND BEVERAGE ),PINNACLE FOODS (M) SDN. BHD.,Shah Alam/Subang,MYR 1.5K - 2K monthly,MYR,1500,2000,monthly
1728,Training & Development Executive,Elektrisola (Malaysia) Sdn Bhd (30mins from KL),Bentong,MYR 3K - 5K monthly,MYR,3000,5000,monthly
1729,"Executive, Safety & Health",Top Glove Corporation Berhad,Selangor,MYR 2.8K - 3.2K monthly,MYR,2800,3200,monthly
1730,Team Lead - Laravel PHP Developer,Tri-E Multimedia Sdn Bhd,Puchong,MYR 5K - 8K monthly,MYR,5000,8000,monthly
1731,Quantity Surveyor,Nusupreme Construction Sdn Bhd,Kuala Lumpur,MYR 3.3K - 3.5K monthly,MYR,3300,3500,monthly
1733,SALES OPERATION EXECUTIVE,SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 2.3K - 4K monthly,MYR,2300,4000,monthly
1734,SALES OPERATION EXECUTIVE,SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 2.3K - 4K monthly,MYR,2300,4000,monthly
1735,Executive - Communication & Pitch,C H Williams Talhar & Wong Sdn Bhd,Kuala Lumpur,MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
1736,ACCOUNTS / SR. ACCOUNTS EXECUTIVE,Unipac Engineering (M) Sdn Bhd,Shah Alam/Subang,MYR 3.5K - 4.5K monthly,MYR,3500,4500,monthly
1737,Real Estate Negotiator | Property Agent | Sale Executive 房地产销售员/房地产中介,REVOLL REALTY SDN. BHD.,Kuala Lumpur,MYR 10K - 15K monthly,MYR,1000,1000,monthly
1738,Administrative Executive,ForSci Consultancy Sdn Bhd,Kuala Lumpur,MYR 1.6K - 2.2K monthly,MYR,1600,2200,monthly
1742,E-Commerce Operation,Lifewood Data Technology,Selangor,MYR 2.5K - 5K monthly,MYR,2500,5000,monthly
1744,Electronic Engineer Internship,Deng Kai Sdn Bhd,Selangor,MYR 500 - 700 monthly,MYR,500,700,monthly
1746,WAREHOUSE ASSISTANT MANAGER,Hansol Logistics Malaysia Sdn Bhd,"Klang/Port Klang, Shah Alam/Subang",MYR 4K - 6K monthly,MYR,4000,6000,monthly
1748,Internship for Graphic Design,VIQ APPAREL SDN. BHD.,Ipoh,MYR 499 - 500 monthly,MYR,499,500,monthly
1750,Business Development Executive (Remote / Work-From-Home),Roboto Coding Academy,Johor,MYR 4K - 6K monthly,MYR,4000,6000,monthly
1751,PRODUCTION PLANNER,Inmax Sdn. Bhd.,Seremban,MYR 2.5K - 4.5K monthly,MYR,2500,4500,monthly
1753,Service Desk Analyst,Tata Consultancy Services,Kuala Lumpur,MYR 3.5K - 5K monthly,MYR,3500,5000,monthly
1754,Digital Marketing Executive,Quinton Group Sdn Bhd,Bayan Lepas,MYR 3K - 3.5K monthly,MYR,3000,3500,monthly
1756,Digital Marketing Specialist (Brand Building/Content Marketing),Doo Technology MY Sdn. Bhd,Kuala Lumpur,MYR 5K - 9K monthly,MYR,5000,9000,monthly
1758,Digital Marketing,TTL SALES & RENTAL SDN BHD,Kajang/Bangi/Serdang,MYR 2K - 3.5K monthly,MYR,2000,3500,monthly
1759,PHP Developer,Q & M Dental Group (Malaysia) Sdn Bhd,Johor Bahru,MYR 3.4K - 4.5K monthly,MYR,3400,4500,monthly
1760,Digital Product Owner (1 Year Contract),Amway Business Services Asia Pacific Sdn Bhd,Petaling Jaya,MYR 8K - 10K monthly,MYR,8000,1000,monthly
1762,Sales Executive,Total Metering Solution Sdn Bhd,Shah Alam/Subang,MYR 2.5K - 4.5K monthly,MYR,2500,4500,monthly
1763,CORPORATE SALES CONSULTANT,SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 2.6K - 3.5K monthly,MYR,2600,3500,monthly
1767,SALES ASSISTANT CUM DRIVER,YBS AGRO PREMIERE SDN BHD,Cameron Highlands,MYR 1.2K - 1.4K monthly,MYR,1200,1400,monthly
1768,Business Analyst - Core Banking,Tentacle Tech,Kuala Lumpur,MYR 6.5K - 9K monthly,MYR,6500,9000,monthly
1773,PRODUCT CONSULTANT - MANDARIN SPEAKER,SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 3K - 4K monthly,MYR,3000,4000,monthly
1774,QC Manager-Concrete production,Agensi Pekerjaan Chrisjac Sdn Bhd,Johor Bahru,MYR 7K - 9K monthly,MYR,7000,9000,monthly
1775,HR Cum Account Assistant,AMAN TIOMAN BEACH RESORT SDN. BHD.,"Pahang - Others, Shah Alam/Subang",MYR 1.6K - 1.8K monthly,MYR,1600,1800,monthly
1776,HR Executive,J&T EXPRESS (MALAYSIA) SDN. BHD. - SOUTH SELANGOR,Selangor,MYR 2.5K - 3.8K monthly,MYR,2500,3800,monthly
1780,- Junior  Programmer,SANYANG INTERNATIONAL TRADING SDN. BHD.,"Kuala Lumpur, Selangor",MYR 3.3K - 3.8K monthly,MYR,3300,3800,monthly
1781,Mill Engineer / Asst. Mill Engineer,Agensi Pekerjaan TG Human Resource Services Sdn. Bhd,Johor,MYR 3K - 5K monthly,MYR,3000,5000,monthly
1783,Sales Executive,Wing Loong Stationers Sdn Bhd,Kuala Lumpur,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
1784,Web Application Developer - Thai speaker (Global Internet Account),TDCX,Kuala Lumpur,MYR 5.5K - 7K monthly,MYR,5500,7000,monthly
1786,WEB PROGRAMMER,NCS ELECTRICAL SDN. BHD.,Selangor,MYR 3K - 6K monthly,MYR,3000,6000,monthly
1787,"Sales Designer, executive (Basic Salary + Attractive Commission Scheme)",Veroni Design Sdn. Bhd.,Puchong,MYR 2.3K - 3.2K monthly,MYR,2300,3200,monthly
1791,OPERATION MANAGER,Orientus Industry Sdn Bhd,Johor Bahru,MYR 8K - 10K monthly,MYR,8000,1000,monthly
1792,Sales Executive,PrimaBaguz Sdn Bhd,Selangor,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
1796,Finance and Corporate Affairs Executive Assistant @ KL [REF: KL],Agensi Pekerjaan Pasona Sdn Bhd,Kuala Lumpur,MYR 3K - 3.5K monthly,MYR,3000,3500,monthly
1797,Process Executive (Thai/ Japanese Language),Cognizant Technology Solutions,Selangor,MYR 3K - 4K monthly,MYR,3000,4000,monthly
1802,Internship for Food & Beverage Preparation/Services Management Students,QL Kitchen Sdn Bhd (FamilyMart),Selangor,MYR 800 - 1K monthly,MYR,800,1000,monthly
1803,Quality Control Officer,GAPbuster Worldwide Malaysia Sdn Bhd,Selangor,MYR 2.6K - 2.7K monthly,MYR,2600,2700,monthly
1806,HR CUM ADMIN,SAN YANG ENTERPRISE SDN BHD,Klang/Port Klang,MYR 3.5K - 5K monthly,MYR,3500,5000,monthly
1810,Security Engineer,PTW Malaysia,Kuala Lumpur,MYR 3.8K - 7.5K monthly,MYR,3800,7500,monthly
1811,OPERATION AND SALES SUPPORT EXECUTIVE,SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 2.6K - 3.5K monthly,MYR,2600,3500,monthly
1813,Videographer,Agensi Pekerjaan CareerMaster Sdn Bhd,"Kuala Lumpur, Petaling Jaya",MYR 3K - 3.5K monthly,MYR,3000,3500,monthly
1814,Corporate Finance Manager,Wellous Sdn Bhd,Kuala Lumpur,MYR 8K - 10K monthly,MYR,8000,1000,monthly
1817,Finance Reporting Manager,Bridgenet Solutions Sdn Bhd,Kuala Lumpur,MYR 6K - 8K monthly,MYR,6000,8000,monthly
1819,Junior Site Supervisor,Company Confidential,Selangor,MYR 1.2K - 1.8K monthly,MYR,1200,1800,monthly
1820,Key Account (Mobile Channel),Jie Business Sdn Bhd (Formerly known as Oppo Electronics Sdn Bhd),Kuala Lumpur,MYR 5K - 7K monthly,MYR,5000,7000,monthly
1828,Business Process Assistant Manager,QI Services (M) Sdn Bhd,Petaling Jaya,MYR 6K - 8.4K monthly,MYR,6000,8400,monthly
1830,Quality Control Executive,Wonder UV Purification (M) SDN. BHD.,Johor,MYR 3K - 4K monthly,MYR,3000,4000,monthly
1831,Operation Executive,RGP CORPORATION (M) SDN. BHD.,Shah Alam/Subang,MYR 3K - 6K monthly,MYR,3000,6000,monthly
1833,"Relationship Manager, AmSignature Priority Banking (Kuching)",AmBank (M) Berhad,Kuala Lumpur,MYR 3.5K - 4.9K monthly,MYR,3500,4900,monthly
1836,Life Insurance Agent 聘请保险业务代理,Tokio Marine Life@AK Advisor Agency,Johor Bahru,MYR 5K - 10K monthly,MYR,5000,1000,monthly
1843,QMS Officer,Synergy-PE Sdn Bhd,Penang,MYR 2K - 2.5K monthly,MYR,2000,2500,monthly
1844,Sales Executive (based in Kota Kinabalu),Ricoh (Malaysia) Sdn. Bhd.,Sabah,MYR 2.5K - 4.5K monthly,MYR,2500,4500,monthly
1847,Digital Marketing Executive,MDG WONDER SDN BHD,Kuala Lumpur,MYR 2.8K - 4K monthly,MYR,2800,4000,monthly
1849,Group Financial Controller,Company Confidential,Selangor,MYR 20K - 25K monthly,MYR,2000,2000,monthly
1850,IT Executive,F&B Nutrition Sdn. Bhd.,Petaling Jaya,MYR 3K - 4.5K monthly,MYR,3000,4500,monthly
1852,INDOOR SALES CONSULTANT - MANDARIN  SPEAKER,SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 3K - 4.2K monthly,MYR,3000,4200,monthly
1855,Web Developer,United Business Media (M) Sdn Bhd,Kuala Lumpur,MYR 6K - 8K monthly,MYR,6000,8000,monthly
1856,Mid-Level PHP Developer,Q & M Dental Group (Malaysia) Sdn Bhd,"Johor, Subang Jaya",MYR 4K - 8K monthly,MYR,4000,8000,monthly
1857,Sales & Recruitment Specialist (Internship in Malacca),ALC Platform Sdn Bhd,Melaka,MYR 500 - 600 monthly,MYR,500,600,monthly
1859,Sales and Support Executive – (Up to RM 5k / Medical Insurances),Agensi Pekerjaan CareerMaster Sdn Bhd,"Selangor, Sarawak",MYR 3.5K - 5K monthly,MYR,3500,5000,monthly
1860,Account cum Procurement Executive based in Segamat,AZONEX SDN. BHD.,Segamat,MYR 1.5K - 2.3K monthly,MYR,1500,2300,monthly
1861,Production Technician,Golden Mile Plastic Resources Sdn Bhd,Klang/Port Klang,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
1862,Barista (Petronas Skudai R&R Drive Thru - South Bound),Berjaya Starbucks Coffee Company Sdn Bhd,Johor,MYR 1.3K - 1.5K monthly,MYR,1300,1500,monthly
1864,Frontend Web Developer,Emerico Sdn Bhd,Petaling Jaya,MYR 4K - 7K monthly,MYR,4000,7000,monthly
1865,Management Trainee,Sharp Die Cutting Mould Sdn Bhd,Kuala Lumpur,MYR 2.8K - 4.2K monthly,MYR,2800,4200,monthly
1870,SALES DESIGNER,Suria Decor Sdn Bhd,Johor Bahru,MYR 3.5K - 4.9K monthly,MYR,3500,4900,monthly
1871,Lead Accountant,Amway Business Services Asia Pacific Sdn Bhd,Kuala Lumpur,MYR 10K - 14K monthly,MYR,1000,1000,monthly
1873,Regional Financial Controller,Agensi Pekerjaan Ellwood Consulting Sdn Bhd,Kuala Lumpur,MYR 15K - 20K monthly,MYR,1000,2000,monthly
1875,Sales Executive,LS Smart Machinery (M) SDN BHD,Selangor,MYR 1.8K - 3.6K monthly,MYR,1800,3600,monthly
1876,Accountant,Company Confidential,Selangor,MYR 5K - 6.5K monthly,MYR,5000,6500,monthly
1878,Costing Executive,Smart Paint Manufacturing Sdn Bhd,Johor Bahru,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
1879,Commercial Analyst (Auditing background),CEVA Freight Holdings (Malaysia) Sdn Bhd,Selangor,MYR 3K - 5K monthly,MYR,3000,5000,monthly
1881,Frontend Developer,QQ TECHNOLOGY SDN BHD,Puchong,MYR 4K - 7K monthly,MYR,4000,7000,monthly
1882,Graphic cum Web Designer (Mon - Fri) Melaka,MMT ECOM,Melaka,MYR 2.3K - 2.8K monthly,MYR,2300,2800,monthly
1883,PENYELIA TAPAK,JKP Sdn Bhd,Penang,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
1886,UI & UX Designer,Epochal System & Technology Sdn Bhd,Kuala Lumpur,MYR 4K - 6K monthly,MYR,4000,6000,monthly
1889,UI/UX Designer,Juda Universe Sdn Bhd,Kajang/Bangi/Serdang,MYR 3K - 6K monthly,MYR,3000,6000,monthly
